Sr_no,Username,Insta_Id,Profile_Id,Bio,Is_Business_Account,Email,Posts,Followers,Following,Business_Category_Name,Category_Name,FF_Ratio
437,pallavi_gowda_official,https://www.instagram.com/pallavi_gowda_official/,4040913113,"❤️ಬೆಂಗಳೂರು ಬೆಡಗಿ❤️
DM / Email for paid promotions & collaborations 
• MOVIES 
💜 #PREMAGEEMAJANEDO
🧡 #KIDI🔥
💛 #KODEMURUGA #☂️👨🏾‍🦲
$mGk4c5NBofZ$",TRUE,Null,1066,413440,469,Publishers,Movie/Television Studio,881.54
438,meenavasu8,https://www.instagram.com/meenavasu8/,5873916325,,FALSE,Null,616,325333,224,Null,Actor,1452.38
439,deepthimanne_official,https://www.instagram.com/deepthimanne_official/,420672921,"Either in front of the camera or in the Arms of Nature.
|| They clap and I Bow ||",FALSE,Null,690,204701,157,Null,Actor,1303.83
440,its_sridivya,https://www.instagram.com/its_sridivya/,14187664217,Telugu actress #kartikadeepampriyamani #panchavannelachilaka #fitnessfreak #funloving ready to collab DM @sreenivr,FALSE,Null,321,77705,47,Null,Actor,1653.3
441,actressowjanya,https://www.instagram.com/actressowjanya/,4620322838,"DM me for paid collaboration 
and collaboration",FALSE,Null,150,22638,23,Null,None,984.26
442,priyankachowdary21,https://www.instagram.com/priyankachowdary21/,6024470144,Be kind it makes you beautiful 🌻,FALSE,Null,398,65845,614,Null,None,107.24
443,maahigouthami,https://www.instagram.com/maahigouthami/,1515790920,"Actor: @neevalle_neevalle @starmaa 
Anchor🎤📺 @vanithatv
RJ🎧 
Electronics engineer🎓
Friends in heart❤️",FALSE,Null,486,63232,274,Null,Actor,230.77
444,kavya_shree_official,https://www.instagram.com/kavya_shree_official/,11047391910,Don’t Just Exist♥️,FALSE,Null,120,129556,29,Null,Actor,4467.45
445,mounika_guntuka,https://www.instagram.com/mounika_guntuka/,7542489750,"Actress @zeetelugu
Hakuna Matata",FALSE,Null,183,85359,855,Null,Actor,99.84
446,_.ladydon.__,https://www.instagram.com/_.ladydon.__/,37873298673,"|| 17 ||
 ll Stars got tangled in her hair✨||
 || Managed by : @dynamiteandco ❤️||
 || Dm for  promotions ||",FALSE,Null,106,46182,165,Null,Video Creator,279.89
447,vishwaksens,https://www.instagram.com/vishwaksens/,6674569471,"Humanity is greater than status . 
August 14th release #paagal : https://youtu.be/muKsWufiTVs",TRUE,Null,571,606706,281,Creators & Celebrities,Public Figure,2159.1
448,nikhil_sty,https://www.instagram.com/nikhil_sty/,4142096973,"🤩Sty- SINGLE TALENTED YOUNG🔥
For paid promotions contact 
*Email: nikhilsty3@gmail.com
AA FAN🤩
. 17/06/2000
. Cse
. Cre-actor😁🥳",FALSE,Null,761,200388,552,Null,Public Figure,363.02
449,wirally,https://www.instagram.com/wirally/,1924352058,"Wirally is where you discover & engage with stories of your interest, We bring you the best from the vast. 
Business enquiries brands@tamadamedia.com",TRUE,Null,10903,653702,32,Publishers,Entertainment Website,20428.19
450,raju811990,https://www.instagram.com/raju811990/,3979504744,Hi! I’m UnqGamer on #YouTube With 1M+Subs.Stressed?Join My Streams Daily To Get Peace of Mind❤️BusinessEmail:workforunq@gmail.com,TRUE,Null,797,227435,0,Non-Profits & Religious Organizations,None,Null
451,mr.devil_kingg,https://www.instagram.com/mr.devil_kingg/,6927544452,"Oғғɪᴄɪᴀʟ Aᴄᴄᴏᴜɴᴛ
IRREPLACEABLE 💯😎
DM for Paid Promotions💲
Palamuru wale💪💪",TRUE,Null,398,323996,1,Creators & Celebrities,Public Figure,323996
452,chaibisket,https://www.instagram.com/chaibisket/,1752376682,"Were a playground, for storytellers.
Our Family - @girlformula @boyformulabychaibisket @chaibisketfood @kiraakstyle",FALSE,Null,2535,617506,36,Null,Digital Creator,17152.94
453,bayyasunnyyadav,https://www.instagram.com/bayyasunnyyadav/,2969067924,"1 Million YouTube family
4-INDIA’S WORLD RECORDS 
1- INDIA BOOK OF RECORDS
bayyasunnyyadav390@gmail.com(for promotions )",FALSE,Null,332,404067,31,Null,Blogger,13034.42
454,pooja.pareek5,https://www.instagram.com/pooja.pareek5/,48158809107,………✈️,FALSE,Null,50,16686,15,Null,Personal Blog,1112.4
455,kirangoudm,https://www.instagram.com/kirangoudm/,2908138519,"Funpataka | Proud Telugu Independent youtuber 🤘🏻|
Mask esko mowaaa 😷",FALSE,Null,369,130945,396,Null,Actor,330.67
456,gaurav_kaizoku,https://www.instagram.com/gaurav_kaizoku/,1321594890,I like to make people laugh,FALSE,Null,489,88286,250,Null,Video Creator,353.14
457,akhi.jackson.fc,https://www.instagram.com/akhi.jackson.fc/,40218587492,"Welcome To All Fans Of Akhil Jackson❤️
Show some love towards to d page💯
YouTube channel 👇
𝐀𝐤𝐡𝐢𝐥 𝐉𝐚𝐜𝐤𝐬𝐨𝐧 𝐕𝐢𝐧𝐞𝐬",FALSE,Null,263,14227,3,Null,Video Creator,4742.33
458,nikhilthomas_07,https://www.instagram.com/nikhilthomas_07/,2213298706,"DM FOR PAID PROMOTIONS ! 
So many of my smiles are because of you ! 
Chennai / Hyderabad ❤️
Entertainer ✨
#nikhilthomas",FALSE,Null,1281,291611,944,Null,Public Figure,308.91
459,pandu_official,https://www.instagram.com/pandu_official/,1342185622,"Facebook : pandu 👈🏻
Snapchat: pandu24 
Dance tamizha dance season 1(zee tamil) : Best Entertainer of the season. 
Kings of dance (vijay tv): semifin",FALSE,Null,506,367929,353,Null,Dancer,1042.29
460,pillumani,https://www.instagram.com/pillumani/,1475101003,God’s Favourite!!,FALSE,Null,871,1339373,462,Null,None,2899.08
461,iamgetupsrinu,https://www.instagram.com/iamgetupsrinu/,6902486375,,TRUE,Null,485,251369,233,Creators & Celebrities,Actor,1078.84
462,rgvzoomin,https://www.instagram.com/rgvzoomin/,2995326476,Go through the below link to watch my latest releases,TRUE,Null,1366,1551903,7,Creators & Celebrities,None,221700.43
463,actorkartikeya,https://www.instagram.com/actorkartikeya/,6745443890,Actor,FALSE,Null,292,615149,194,Null,Actor,3170.87
464,jabardasth_ramprasad,https://www.instagram.com/jabardasth_ramprasad/,6976675819,https://youtu.be/R0HTuPDE1E8,FALSE,Null,323,247526,42,Null,Actor,5893.48
465,mj_abi,https://www.instagram.com/mj_abi/,5325142535,,FALSE,Null,480,267195,60,Null,Artist,4453.25
466,myvillageshow_anil,https://www.instagram.com/myvillageshow_anil/,5777518136,"Influencer | Digital Creator | Actor | Cinematographer | Editor | vlogger | Film maker 
.
Partner of this life @radhammaaa 💞",TRUE,Null,593,355333,616,Creators & Celebrities,Personal Blog,576.84
467,iam_jiya_thakur,https://www.instagram.com/iam_jiya_thakur/,3652682671,"DID LIL MASTERS SEASON 4 WINNER 🏆
DANCE ➕ SEASON 1
Managed by:Mother
Youtube: JIYA THAKUR
JOSH PROFILE",FALSE,Null,620,219030,160,Null,Artist,1368.94
468,kaushalmanda,https://www.instagram.com/kaushalmanda/,2321228325,"Big Boss 2(T) Winner/ Actor/Model/Multitasker/Entrepreneur/Social Worker/CEO @the_looks_productions...
JUST FOLLOW YOUR HEART",FALSE,Null,1639,453110,154,Null,Entrepreneur,2942.27
469,someshbrand_official,https://www.instagram.com/someshbrand_official/,8020612843,"•October 5th 🥂
•Dhee Jodi || Dhee Champions ||
• Subscribe my channel👇",FALSE,Null,133,180150,90,Null,Artist,2001.67
470,fariaabdullah,https://www.instagram.com/fariaabdullah/,259348132,"Philocalist 💮
Actor 
Movement Practitioner 
Visual Artist 
🌓",TRUE,Null,504,547888,1231,Creators & Celebrities,Artist,445.08
471,aata_sandeep,https://www.instagram.com/aata_sandeep/,4059817839,"Choreographer/Actor
I Respect My🦶 
Aata1Winner
Cosmic Dancer
Official Account",FALSE,Null,1093,421404,404,Null,Artist,1043.08
472,pallavi_ashwini,https://www.instagram.com/pallavi_ashwini/,8568192589,"P&A kurryBowl 🥘🍜 
Entrepreneurs 👭
Vedio Creators🎥
DM For Paid Promotions 📺💰
SOULMATEs 👭
❤Love for🥰Fam Never Ends😍😍😍",FALSE,Null,112,91661,23,Null,Entertainment Website,3985.26
473,iammangli,https://www.instagram.com/iammangli/,5756263481,"Indian singer, Anchor and Actress",FALSE,Null,540,467282,52,Null,Musician/Band,8986.19
474,m.b_chowdary,https://www.instagram.com/m.b_chowdary/,4712339373,"Hyderabad 
News presenter👍🏻
Love ur self it will be gud forever❤
DOB:-29-jan😍
Fake people are around you so trust yourself believe you keep smiling😍😊",FALSE,Null,308,125198,3,Null,Actor,41732.67
475,janulyri_official,https://www.instagram.com/janulyri_official/,38091842215,"Dancer and actress at Telangana folk industry 
25th July 🎂
Please Subscribe My YouTube channel 👇",FALSE,Null,265,261087,12,Null,Public Figure,21757.25
476,dharasati,https://www.instagram.com/dharasati/,6761677431,,FALSE,Null,653,93418,66,Null,Video Creator,1415.42
477,stellaraj_777,https://www.instagram.com/stellaraj_777/,4480335009,"$Praise The Lord🙏
#22101997🎂
#DM for paid Collab🤝
#Proud 2 be an NCC cadet🎯
#Love of @yadamma_raju ❤️
#No FACEBOOk
#New video out👇",FALSE,Null,378,234894,44,Null,Personal Blog,5338.5
478,sreekanth_challa,https://www.instagram.com/sreekanth_challa/,1906643509,,FALSE,Null,118,7716,478,Null,None,16.14
479,ishmart_malayaja,https://www.instagram.com/ishmart_malayaja/,43743310554,"YouTube - Ishmart malayaja
Please subscribe 😊",TRUE,Null,99,39428,33,Creators & Celebrities,Digital Creator,1194.79
480,bhavyasrushti,https://www.instagram.com/bhavyasrushti/,2206117457,"🐣 Frst cry on September 15th
💃 Dance lover 😍
💄 Im just being me
👩‍⚕️ Dentist",FALSE,Null,337,55898,541,Null,Artist,103.32
481,pavani_raji,https://www.instagram.com/pavani_raji/,8149406170,"Dec 29th 🎂
Youtuber, Teacher
Dance lover💃
YouTube: pavaniraji talks 👇
Josh: pavaniraji official
Managed by @theprojectdot",FALSE,Null,957,92291,226,Null,Video Creator,408.37
482,rajadvithi1,https://www.instagram.com/rajadvithi1/,1562128913,"Mariner
Content Creator, YouTuber
Josh Id: Raj advithi
DM for Collab & Promotion
💯%Entertainment guaranteed
 Link to Raj advithi YouTube channel⬇️⬇️",FALSE,Null,1051,28608,3121,Null,Video Creator,9.17
483,jyoti_raj__sandeep_,https://www.instagram.com/jyoti_raj__sandeep_/,6677496185,"Actor
Choreographer in TFI🎬
W/o @aata_sandeep 🧔🏻
My strength #TAS",FALSE,Null,154,61698,410,Null,Public Figure,150.48
484,maithili_sreetan,https://www.instagram.com/maithili_sreetan/,23135578601,"Sreetan & Mom - Tiktok 🥰 1.4 Million 🥰
DM for Collaborations, Paid Promotions
(Showrya n SREETAN My Sons Are
Child Artists in Tollywood😍)",FALSE,Null,1158,46031,485,Null,Public Figure,94.91
485,saichandhiniofficial9,https://www.instagram.com/saichandhiniofficial9/,47355307482,"Active lover
Influencer
Dm for paid collaborationsand shoots",FALSE,Null,201,82800,92,Null,Public Figure,900
486,mallikaraghavendergoud,https://www.instagram.com/mallikaraghavendergoud/,7790187836,"Owner@Gabbar_fitness 
Fitness Trainer
Nutritionist 
International powerlifter",FALSE,Null,977,39426,338,Null,Athlete,116.64
487,jordarsujatha,https://www.instagram.com/jordarsujatha/,29362683534,JORDAR SUJATHA - BIGG BOSS 4  Telugu contestant and popularly known as News presenter.,TRUE,Null,517,180045,41,Creators & Celebrities,Journalist,4391.34
488,akhilsarthak_mania,https://www.instagram.com/akhilsarthak_mania/,26643197333,"𝕺𝖋𝖋𝖈𝖎𝖆𝖑 𝖋𝖆𝖓 𝖕𝖆𝖌𝖊 𝖔𝖋 @akhilsarthak_official 🎯❤️🖤
𝕊𝕥𝕒𝕣𝕥𝕖𝕕 𝕠𝕟 𝔻𝕖𝕔 𝟙𝟝 𝟚𝟘𝟙𝟡✌️
𝟙𝟠-𝟘𝟞-𝟚𝟘 𝕞𝕠𝕤𝕥 𝕞𝕖𝕞𝕠𝕣𝕒𝕓𝕝𝕖 𝕕𝕒𝕪 
𝐀𝐜𝐭𝐨𝐫
First live wid Akki - Feb 24,25 - 2021",TRUE,Null,1891,26244,70,Creators & Celebrities,Actor,374.91
489,yasaswikondepudi_official,https://www.instagram.com/yasaswikondepudi_official/,2288708798,"Singer🎤,medico💉,keyboard player.                                                👩‍❤️‍👨@januhindusthani",TRUE,Null,301,214314,41,Creators & Celebrities,Musician/Band,5227.17
490,divyaa__sree,https://www.instagram.com/divyaa__sree/,1432810222,"Youtuber || satyabhama || 
Wish me on april 1st.👸
Animal lover❣️
Love to dance💃🏻
Hyderabadi💁🏻‍♀️",FALSE,Null,978,442750,123,Null,Actor,3599.59
491,nandu_ramisetty,https://www.instagram.com/nandu_ramisetty/,3045424967,"🦋 Fashion • Lifestyle • Beauty • Self Portraits 🦋
🌸My Store - @prelovedbynandu 🌸
💌COLLABS : nanduramisettycollabs@gmail.com💌",FALSE,Null,570,203519,704,Null,Digital Creator,289.09
492,venkata_pranavi,https://www.instagram.com/venkata_pranavi/,2046929444,"• YOLO
• Fashion | Dance | Drama
• May 19
• karma🔄
For promotions 
📨 pranavi.business@gmail.com",FALSE,Null,521,183904,395,Null,Digital Creator,465.58
493,sreenidhi__reddy_,https://www.instagram.com/sreenidhi__reddy_/,6903460319,-𝑅𝑜𝑐𝑘𝑖𝑛 𝑡ℎ𝑒 𝑑𝑜𝑔 𝑚𝑜𝑚 𝑙𝑖𝑓𝑒 🐶 @iam._ragnar ❤️🌍,FALSE,Null,587,128442,448,Null,Public Figure,286.7
494,dancing.divas01,https://www.instagram.com/dancing.divas01/,26655004178,"@swethaa_naidu New Dance Videos every week! 💃🏻
DM if you guys need tutorials for any of the videos uploaded on “DANCING DIVAS”",FALSE,Null,97,19836,1,Null,Dancer,19836
495,rajesh.gara12347,https://www.instagram.com/rajesh.gara12347/,6897524441,,FALSE,Null,12,10087,8,Null,None,1260.88
496,smilystar_nani,https://www.instagram.com/smilystar_nani/,31078941885,"Nani_Photography
BVRM
            💓
7093712921
Kids Shoot - Candid Shoot - pre Wedding Shoot
Night Shoot - out Door and Indoor shoots
Contact Me 👆",FALSE,Null,305,65707,0,Null,Actor,Null
497,dharanigudla,https://www.instagram.com/dharanigudla/,40333365058,"Dharani Gudla titktok fame real account😍❤️
Follow my YouTube channel 
https://youtube.com/c/DharaniGudla",FALSE,Null,286,69570,72,Null,Blogger,966.25
498,swapnaram143,https://www.instagram.com/swapnaram143/,13041302315,"𝔼ℕ𝕋 + 𝔹𝕀𝕊
𝔽𝕒𝕝𝕝 𝕚𝕟 ❤ 𝕎𝕚𝕥𝕙  ℝ ---> 𝕊 ❤ ℝ
𝕎𝕚𝕤𝕙 𝕌𝕊 @ 𝔻𝕖𝕔 𝟛𝟙 🎉
𝕃𝕠𝕧𝕖 𝕥𝕠 𝕤𝕙𝕠𝕨 𝕆𝕦𝕣 ℂ𝕣𝕖𝕒𝕥𝕚𝕧𝕚𝕥𝕪👫
𝕊𝕦𝕓𝕤𝕔𝕣𝕚𝕓𝕖 𝕄𝕪 𝕔𝕙𝕒𝕟𝕟𝕖𝕝 𝕗𝕠𝕣 𝕞𝕠𝕣𝕖 𝕌𝕡𝕕𝕒𝕥𝕖𝕤👇👇
𝑫𝑴 𝑭𝒐𝒓 𝑷𝒂𝒊𝒅 𝑷𝒓𝒐𝒎𝒐𝒕𝒊𝒐𝒏𝒔",FALSE,Null,176,14806,97,Null,"Beauty, Cosmetic & Personal Care",152.64
499,swathi_appu143,https://www.instagram.com/swathi_appu143/,35906190715,,FALSE,Null,773,26665,94,Null,None,283.67
500,ramyabanu11,https://www.instagram.com/ramyabanu11/,34116536730,"Always love you my prince Yash
Text me for collaboration
 &presentations 
My YouTube channel ramyabanu 11",FALSE,Null,711,10572,127,Null,Video Creator,83.24
501,radhammaaa,https://www.instagram.com/radhammaaa/,47589904048,Be positive 🙂,FALSE,Null,50,101360,3,Null,Community,33786.67
502,nithyavarshini2309,https://www.instagram.com/nithyavarshini2309/,41813378195,"💖 BORN TO DANCE 🌍
😇 NEET ASPIRANT 📖
🌺 BESTIEES : 4 MEMBERS 🌈
💙 MY WORLD  : MY MOM 💕",FALSE,Null,72,17332,180,Null,Artist,96.29
503,priyaventrapragad,https://www.instagram.com/priyaventrapragad/,36036909685,"🏠Bangalore  | 📖MBA
🔥Expressions👁 | Ownconcepts✍
𝘿𝙈 for COLLABRATION & PROMOTIONS
Tq4 ur Suport🙏
#contentcreator #instagram #public #reelsinstagram",FALSE,Null,358,53645,265,Null,Public Figure,202.43
504,geethanjali.jala,https://www.instagram.com/geethanjali.jala/,4173623777,"EXPLORE My Attitude depends on how you treat me
By Profession Advocate 👩‍⚖️ Acting is my passion 🌻
DM for any Collaborations😍Be Good Do Good🥰",FALSE,Null,2043,19913,409,Null,Blogger,48.69
505,deepu_madhu_forever,https://www.instagram.com/deepu_madhu_forever/,45493189791,"@deepumadhu_offical 
10 years of love story 
Die hard fan of madhu♥️deepu
Page created on: 03/02/2K21😍😍
True love ❤❤",TRUE,Null,870,11405,91,Lifestyle Services,"Beauty, Cosmetic & Personal Care",125.33
506,insta_kings.queens09,https://www.instagram.com/insta_kings.queens09/,45529654534,Die hard fan of This is fan Page 😍@kalyanigara321 akka nd @veekshu.123 akka ❤️ and I well other pics and videos also waiting for kalyani sis baby 🥰❤️😍,FALSE,Null,103,3935,21,Null,Fan Page,187.38
507,krishn___veni,https://www.instagram.com/krishn___veni/,38510597532,"Wish me on @jan1st
# Ram___Kittu 💯❤
I found the love when  I found uh 💕@ra.mbabu4758 
😍 luv only from my Prince🤴
H😍A😘P🥰P💖I💕N🥰E😘S😍S 💯
# Ram_mouni_kittu",FALSE,Null,100,4172,23,Null,None,181.39
508,bhanuprasad143143,https://www.instagram.com/bhanuprasad143143/,12752158642,"I always stay close to everyone😊
It is safe to my health.❤️
Account managed by 😊
 @chaitanya_ruby
Love makes life beautiful 💓
For my youtube channel 👇",FALSE,Null,2897,50038,739,Null,Video Creator,67.71
509,madhurox_deepufan,https://www.instagram.com/madhurox_deepufan/,34386647161,"🔸10yrs of💞story. 
🔸DM for💲promotions nd collaborations 
🔸Biggest fan page of M💞D
🔸DFD fan@shivanibanala (admin🐣girl) 
🔸Ever seen cute couple 🤴👸",FALSE,Null,455,20836,5,Null,Public Figure,4167.2
510,vineelashish,https://www.instagram.com/vineelashish/,4537650834,I love my family❤️Dm for queries⁉️                                                            Dm for promotions & collaboration💌,FALSE,Null,425,27562,329,Null,Video Creator,83.78
511,bad_boy_mastan,https://www.instagram.com/bad_boy_mastan/,7008662290,"Novbr13🎂🎂
Actor
Dm for paid promotions 🤗
  Niçk_namê_ms😉.
  Fan_øf_pspk_✊🏻
    Ktm_🏍lvr_😘
  I _❤_acting 🌈 photography..",FALSE,Null,444,12908,234,Null,Nonprofit Organization,55.16
512,liyaprasad,https://www.instagram.com/liyaprasad/,38283787272,May 22-1998..I am proud to be Indian army mans wife.I love my daughter...liya,FALSE,Null,363,2262,3,Null,Video Creator,754
513,alekhya06,https://www.instagram.com/alekhya06/,2137031188,"Happy soul💃❤️
18-06❤️
Forever love Rambo❤️🐶
Believe in destiny ✨
Dm for Collaborations
Sc 👻: alekhyaprerana",FALSE,Null,674,15206,645,Null,Personal Blog,23.58
514,shabanashaik2601,https://www.instagram.com/shabanashaik2601/,24404889015,"❤To So much for showing ur love❤
      😢Miss yOu Pappa😢",FALSE,Null,124,8029,43,Null,None,186.72
515,sudhahonesty24,https://www.instagram.com/sudhahonesty24/,2960433151,"REsPeCt eVeRy woMaN♀️
LoVe u R fAmILy❤️
DiE fOr YoUr fAmILy💪 
ReSpEcT u R mOm & dAd🙏🙏",FALSE,Null,643,7757,542,Null,Artist,14.31
516,jaidhanushofficial,https://www.instagram.com/jaidhanushofficial/,4077369968,"𝐀𝐜𝐭𝐨𝐫 & 𝐄𝐧𝐭𝐫𝐞𝐩𝐫𝐞𝐧𝐞𝐮𝐫
𝐂𝐄𝐎 𝐨𝐟 𝐋𝐈𝐍𝐅𝐎𝐈 | ⁣𝐂𝐨-𝐅𝐨𝐮𝐧𝐝𝐞𝐫 𝐨𝐟 𝐊𝐚𝐢𝐫𝐚𝐚𝐬𝐢.𝐈𝐧𝐝𝐢𝐚                                                                 
𝐎𝐟𝐟𝐢𝐜𝐢𝐚𝐥 𝐖𝐞𝐛𝐬𝐢𝐭e👇",FALSE,Null,515,68727,141,Null,Actor,487.43
517,mahi_maheswari_official,https://www.instagram.com/mahi_maheswari_official/,6828124032,"DM for collaborations😍
Playing the villain Role Sruthi
@radhammakuturu_official
@zeetelugu",FALSE,Null,324,152941,142,Null,Actor,1077.05
518,actorkranthi,https://www.instagram.com/actorkranthi/,229065238,"Actor/Doctor/Singer/Philomath
Blood : O Positive
City : Hyderabad, INDIA
Facebook : Actor Kranthi
My Album song 👇🏻",FALSE,Null,310,42986,1761,Null,Personal Blog,24.41
519,hk_varsha_,https://www.instagram.com/hk_varsha_/,5907896921,,TRUE,Null,293,97168,39,Creators & Celebrities,Artist,2491.49
